	degree_all	degree_centrality_all	degree_in	degree_centrality_in	degree_out	degree_centrality_out	betweenness_centrality	eigenvector_centrality	cluster
Prickle2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.05877146741857334	genie3_Microglia_B6J_adj
Sipa1l1	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.09694757142498403	genie3_Microglia_B6J_adj
Dmd	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06723562951333015	genie3_Microglia_B6J_adj
Asic2	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.060662125935509396	genie3_Microglia_B6J_adj
Ctdspl	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.09519315351143925	genie3_Microglia_B6J_adj
Tmeff2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.0020084161839694736	genie3_Microglia_B6J_adj
Trim9	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.07922760829560317	genie3_Microglia_B6J_adj
Lingo2	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.01799866031469446	genie3_Microglia_B6J_adj
Rgs7bp	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.11656229034548148	genie3_Microglia_B6J_adj
Lncpint	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.1112477471375092	genie3_Microglia_B6J_adj
Kirrel3	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.078130413433665	genie3_Microglia_B6J_adj
Akt3	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.048408628869605966	genie3_Microglia_B6J_adj
Atp2b2	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.12962130619223933	genie3_Microglia_B6J_adj
Adam22	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.08211014045735658	genie3_Microglia_B6J_adj
Ube2e2	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.06359018343833983	genie3_Microglia_B6J_adj
Cacna1c	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.12071586839910227	genie3_Microglia_B6J_adj
Cyria	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.08218771813492481	genie3_Microglia_B6J_adj
Gria2	9	0.016574585635359115	9	0.016574585635359115	0	0.0	0.0	0.10376484792903357	genie3_Microglia_B6J_adj
Gm26871	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.09536854728164153	genie3_Microglia_B6J_adj
Enox1	9	0.016574585635359115	9	0.016574585635359115	0	0.0	0.0	0.13489588784147646	genie3_Microglia_B6J_adj
Frmd4a	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.025573919576202066	genie3_Microglia_B6J_adj
Adk	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.02439729368460556	genie3_Microglia_B6J_adj
Negr1	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.08555925335828142	genie3_Microglia_B6J_adj
Tcf4	35	0.06445672191528545	2	0.003683241252302026	33	0.06077348066298342	93.0	0.037814141354704754	genie3_Microglia_B6J_adj
Srgap3	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.05824116392714939	genie3_Microglia_B6J_adj
Epb41l3	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.07337734399898344	genie3_Microglia_B6J_adj
Klhl2	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.011005328300052616	genie3_Microglia_B6J_adj
Ssbp2	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.10797112499364776	genie3_Microglia_B6J_adj
Plekha5	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.1222026840114752	genie3_Microglia_B6J_adj
Ntrk3	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.12092301663011121	genie3_Microglia_B6J_adj
Etl4	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.04807755044340098	genie3_Microglia_B6J_adj
Fry	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.09664118499443386	genie3_Microglia_B6J_adj
Samd12	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.10634799239246029	genie3_Microglia_B6J_adj
Kmt2a	23	0.0423572744014733	0	0.0	23	0.0423572744014733	0.0	0.02243923925953584	genie3_Microglia_B6J_adj
Snhg11	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.07563737288971051	genie3_Microglia_B6J_adj
Ttc3	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.08166681951931634	genie3_Microglia_B6J_adj
Cdk17	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.0808324828305172	genie3_Microglia_B6J_adj
Gphn	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.08783622727422255	genie3_Microglia_B6J_adj
Il1rapl1	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.10036180545220812	genie3_Microglia_B6J_adj
Unc80	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.10097911899512184	genie3_Microglia_B6J_adj
Iqsec1	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.10402817279659565	genie3_Microglia_B6J_adj
Mllt10	41	0.07550644567219153	0	0.0	41	0.07550644567219153	0.0	0.13140201948133148	genie3_Microglia_B6J_adj
Grik2	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.12790523731868908	genie3_Microglia_B6J_adj
Sptbn1	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.10657718907102982	genie3_Microglia_B6J_adj
Oxr1	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.05919900394917794	genie3_Microglia_B6J_adj
Pi4ka	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.0917540047937373	genie3_Microglia_B6J_adj
Rasgef1b	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.11025764510336682	genie3_Microglia_B6J_adj
Kazn	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.10181266797267455	genie3_Microglia_B6J_adj
PTPRG	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.07111635134656813	genie3_Microglia_B6J_adj
Grid2	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.12070127708239109	genie3_Microglia_B6J_adj
Camta1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.0592656572065558	genie3_Microglia_B6J_adj
Utrn	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.01966215334979822	genie3_Microglia_B6J_adj
Cntn4	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.0637998173754337	genie3_Microglia_B6J_adj
Foxn3	2	0.003683241252302026	0	0.0	2	0.003683241252302026	0.0	0.0	genie3_Microglia_B6J_adj
Mbp	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	3.3578512161354173e-19	genie3_Microglia_B6J_adj
Dnaaf9	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.04779172072259247	genie3_Microglia_B6J_adj
Vps13a	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.04184290157651402	genie3_Microglia_B6J_adj
Gpm6a	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.03865441787681651	genie3_Microglia_B6J_adj
Prkcb	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.10465088571759526	genie3_Microglia_B6J_adj
Ywhaz	8	0.014732965009208104	0	0.0	8	0.014732965009208104	0.0	0.04179722346559015	genie3_Microglia_B6J_adj
Tbc1d4	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	5.8348126928937803e-05	genie3_Microglia_B6J_adj
Slc1a3	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.0023296448098446445	genie3_Microglia_B6J_adj
Cers6	53	0.09760589318600368	2	0.003683241252302026	51	0.09392265193370165	216.0	0.1821616736309549	genie3_Microglia_B6J_adj
Gas7	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.003574531172318605	genie3_Microglia_B6J_adj
Lrp1b	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.07399196199137252	genie3_Microglia_B6J_adj
Mllt3	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.09610154968548786	genie3_Microglia_B6J_adj
Hivep3	6	0.011049723756906077	0	0.0	6	0.011049723756906077	0.0	0.005387055668245839	genie3_Microglia_B6J_adj
Lrfn5	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.06639448412538178	genie3_Microglia_B6J_adj
Cdh18	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.08531016458956141	genie3_Microglia_B6J_adj
Gprasp1	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.030734831072442993	genie3_Microglia_B6J_adj
Nup93	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.1018360774019888	genie3_Microglia_B6J_adj
Grm3	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.026157964059302513	genie3_Microglia_B6J_adj
Arhgef9	9	0.016574585635359115	9	0.016574585635359115	0	0.0	0.0	0.12402568106862566	genie3_Microglia_B6J_adj
Prkg1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.0005489357924403954	genie3_Microglia_B6J_adj
Ncoa1	7	0.01289134438305709	3	0.0055248618784530384	4	0.007366482504604052	34.0	0.04846890128684379	genie3_Microglia_B6J_adj
Pclo	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.06575173866392063	genie3_Microglia_B6J_adj
Ahi1	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.0636833708076007	genie3_Microglia_B6J_adj
Rufy3	10	0.01841620626151013	0	0.0	10	0.01841620626151013	0.0	0.02582120623239318	genie3_Microglia_B6J_adj
Hivep1	7	0.01289134438305709	0	0.0	7	0.01289134438305709	0.0	0.019784411584686547	genie3_Microglia_B6J_adj
Agbl4	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.05369901253277947	genie3_Microglia_B6J_adj
Cadm1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.005552288460940806	genie3_Microglia_B6J_adj
Zfyve28	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.07529389203191947	genie3_Microglia_B6J_adj
Slit3	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.11765858419302354	genie3_Microglia_B6J_adj
Pde4b	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.001744294410464371	genie3_Microglia_B6J_adj
Cux2	2	0.003683241252302026	1	0.001841620626151013	1	0.001841620626151013	1.0	1.6476020602384076e-05	genie3_Microglia_B6J_adj
R3hdm1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04604649765168822	genie3_Microglia_B6J_adj
Ppp2r2b	9	0.016574585635359115	9	0.016574585635359115	0	0.0	0.0	0.09991759339653532	genie3_Microglia_B6J_adj
Nr2c2	3	0.0055248618784530384	0	0.0	3	0.0055248618784530384	0.0	0.0031557284893415486	genie3_Microglia_B6J_adj
Pex5l	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.022275438031945437	genie3_Microglia_B6J_adj
Bcr	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.064215124954786	genie3_Microglia_B6J_adj
Zeb1	2	0.003683241252302026	1	0.001841620626151013	1	0.001841620626151013	21.0	0.01149347499875509	genie3_Microglia_B6J_adj
Pbx3	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.0003422158539851997	genie3_Microglia_B6J_adj
Pcdh7	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.05855293188048668	genie3_Microglia_B6J_adj
Clstn2	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04396258712924026	genie3_Microglia_B6J_adj
Esrrg	17	0.03130755064456722	2	0.003683241252302026	15	0.027624309392265192	26.0	0.09143330616439348	genie3_Microglia_B6J_adj
Sptan1	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.021139047365116837	genie3_Microglia_B6J_adj
Cntn5	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.06050544697733681	genie3_Microglia_B6J_adj
Dclk1	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.0977697929417892	genie3_Microglia_B6J_adj
Grip1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.02496179496351784	genie3_Microglia_B6J_adj
Rap1gap2	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.014292333605615541	genie3_Microglia_B6J_adj
Ccser1	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06703208681420068	genie3_Microglia_B6J_adj
Bdp1	7	0.01289134438305709	0	0.0	7	0.01289134438305709	0.0	0.010136357124183456	genie3_Microglia_B6J_adj
Rlf	6	0.011049723756906077	0	0.0	6	0.011049723756906077	0.0	0.006666853041568468	genie3_Microglia_B6J_adj
Ppp1r10	1	0.001841620626151013	0	0.0	1	0.001841620626151013	0.0	0.0	genie3_Microglia_B6J_adj
Rnf103	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.0	genie3_Microglia_B6J_adj
Nptn	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.07534152348042118	genie3_Microglia_B6J_adj
Mctp1	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	5.4805788161166684e-05	genie3_Microglia_B6J_adj
Nfxl1	2	0.003683241252302026	1	0.001841620626151013	1	0.001841620626151013	0.0	0.0001093914556582306	genie3_Microglia_B6J_adj
Tusc3	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04565335906507864	genie3_Microglia_B6J_adj
Dscam	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04325033566031997	genie3_Microglia_B6J_adj
Dmxl2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06994280245733575	genie3_Microglia_B6J_adj
Lrrfip1	15	0.027624309392265192	0	0.0	15	0.027624309392265192	0.0	0.023909833783918425	genie3_Microglia_B6J_adj
Ncam2	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.09444462329597879	genie3_Microglia_B6J_adj
Dab1	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.10176237256848109	genie3_Microglia_B6J_adj
Srrm2	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.000648737245598796	genie3_Microglia_B6J_adj
Slc9a9	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	5.4179637133984444e-05	genie3_Microglia_B6J_adj
Fat3	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.06755912622860377	genie3_Microglia_B6J_adj
Mprip	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.0747741096291894	genie3_Microglia_B6J_adj
Nedd4l	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.0833894358752973	genie3_Microglia_B6J_adj
Cacna1a	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.0537156301494208	genie3_Microglia_B6J_adj
Wwp1	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	5.3663565913696124e-05	genie3_Microglia_B6J_adj
Gramd1b	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.07058367558398403	genie3_Microglia_B6J_adj
Cacna2d1	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.042210820136265904	genie3_Microglia_B6J_adj
Dapk1	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.024919984136081486	genie3_Microglia_B6J_adj
Ppfia2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.04232118812998024	genie3_Microglia_B6J_adj
Kcnq1ot1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.060114012081478665	genie3_Microglia_B6J_adj
Unc5d	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.0003674286806685536	genie3_Microglia_B6J_adj
Khdrbs3	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04914954998579297	genie3_Microglia_B6J_adj
Cnksr2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06062135914669719	genie3_Microglia_B6J_adj
Zfp407	6	0.011049723756906077	0	0.0	6	0.011049723756906077	0.0	0.009957797445858077	genie3_Microglia_B6J_adj
Dok6	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.09479388618843639	genie3_Microglia_B6J_adj
Aak1	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.025867000317041085	genie3_Microglia_B6J_adj
Ank	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.045149045081098946	genie3_Microglia_B6J_adj
Rasal2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.05587086428696055	genie3_Microglia_B6J_adj
Fnbp1l	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04686080877955685	genie3_Microglia_B6J_adj
Epha6	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.05297519811979445	genie3_Microglia_B6J_adj
Pde4d	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.05428882608070657	genie3_Microglia_B6J_adj
Mef2c	4	0.007366482504604052	0	0.0	4	0.007366482504604052	0.0	0.002502067683130899	genie3_Microglia_B6J_adj
Kctd16	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.028061894581379223	genie3_Microglia_B6J_adj
Ntrk2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.05808308655514679	genie3_Microglia_B6J_adj
Zfp950	1	0.001841620626151013	0	0.0	1	0.001841620626151013	0.0	0.0	genie3_Microglia_B6J_adj
Gnb4	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.0	genie3_Microglia_B6J_adj
App	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.06925180204107413	genie3_Microglia_B6J_adj
Camk2a	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.05430148867686616	genie3_Microglia_B6J_adj
Pcdh9	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.015478893766865839	genie3_Microglia_B6J_adj
Kcnd3	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.04123380964016564	genie3_Microglia_B6J_adj
Galntl6	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.044796697658918375	genie3_Microglia_B6J_adj
Lrrtm4	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.01617358449450714	genie3_Microglia_B6J_adj
Sema6d	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.034684462907072854	genie3_Microglia_B6J_adj
Nav3	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.040440595114947304	genie3_Microglia_B6J_adj
Frmd5	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.02184860059776456	genie3_Microglia_B6J_adj
Rfx3	16	0.029465930018416207	1	0.001841620626151013	15	0.027624309392265192	21.0	0.046082958611650175	genie3_Microglia_B6J_adj
Cdc42bpa	7	0.01289134438305709	7	0.01289134438305709	0	0.0	0.0	0.07012943417382696	genie3_Microglia_B6J_adj
Ralyl	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.03131817263532988	genie3_Microglia_B6J_adj
Tsc22d1	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06302303113414542	genie3_Microglia_B6J_adj
Srpk2	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.030493459344265235	genie3_Microglia_B6J_adj
Trim2	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.02923244051737596	genie3_Microglia_B6J_adj
Myo5a	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04307287556908744	genie3_Microglia_B6J_adj
Cpeb3	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.06068045021686723	genie3_Microglia_B6J_adj
Myo6	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.0020520755736373	genie3_Microglia_B6J_adj
Rabgap1l	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.036679893917400015	genie3_Microglia_B6J_adj
C2cd5	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.05589695345461254	genie3_Microglia_B6J_adj
Unc5c	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.05183032942780661	genie3_Microglia_B6J_adj
Tenm3	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.01703986128861896	genie3_Microglia_B6J_adj
ENSMUSG00000036452.19	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.0580085477133528	genie3_Microglia_B6J_adj
Phlpp1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.002915815858085693	genie3_Microglia_B6J_adj
Frmpd4	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.062398544359881195	genie3_Microglia_B6J_adj
Pde8b	5	0.009208103130755065	5	0.009208103130755065	0	0.0	0.0	0.08443443529306004	genie3_Microglia_B6J_adj
Lmtk2	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.08583641280369388	genie3_Microglia_B6J_adj
Gria3	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.04984424444911081	genie3_Microglia_B6J_adj
Kcnb2	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.03941995928172964	genie3_Microglia_B6J_adj
Rgs7	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.052427034117048514	genie3_Microglia_B6J_adj
Pcdh15	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.018350488454976985	genie3_Microglia_B6J_adj
Nfat5	4	0.007366482504604052	0	0.0	4	0.007366482504604052	0.0	0.007098447019141405	genie3_Microglia_B6J_adj
Zswim6	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.010077264825791936	genie3_Microglia_B6J_adj
Pacsin1	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.018620315922305123	genie3_Microglia_B6J_adj
Trio	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.05168594908125731	genie3_Microglia_B6J_adj
Inpp4a	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.01002934609169301	genie3_Microglia_B6J_adj
Ppm1l	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.03989136656773423	genie3_Microglia_B6J_adj
Snph	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.012603091121470225	genie3_Microglia_B6J_adj
Ptpn4	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.014416285854280739	genie3_Microglia_B6J_adj
Gtf2i	1	0.001841620626151013	0	0.0	1	0.001841620626151013	0.0	0.005037199433894495	genie3_Microglia_B6J_adj
Xkr6	8	0.014732965009208104	8	0.014732965009208104	0	0.0	0.0	0.10100892439090406	genie3_Microglia_B6J_adj
St7	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.03306662367344127	genie3_Microglia_B6J_adj
Sik3	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.0429652723818679	genie3_Microglia_B6J_adj
Adgrl1	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.018067600982868914	genie3_Microglia_B6J_adj
Nlk	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.049556335596708065	genie3_Microglia_B6J_adj
Rnf150	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06369387569489568	genie3_Microglia_B6J_adj
Hs2st1	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.03220770985991466	genie3_Microglia_B6J_adj
Ypel2	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.001487557934983655	genie3_Microglia_B6J_adj
Foxj3	3	0.0055248618784530384	0	0.0	3	0.0055248618784530384	0.0	0.0034627722442342156	genie3_Microglia_B6J_adj
Ncoa7	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.05404570613679599	genie3_Microglia_B6J_adj
Nktr	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.0005741355494789715	genie3_Microglia_B6J_adj
Add3	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.0019866673562556883	genie3_Microglia_B6J_adj
Homer1	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.06267700817208083	genie3_Microglia_B6J_adj
Klhl3	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.04156905982211584	genie3_Microglia_B6J_adj
Marchf1	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.011117831256047534	genie3_Microglia_B6J_adj
Ppp1r9a	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.01851084561695224	genie3_Microglia_B6J_adj
Camk1d	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.036639877180526685	genie3_Microglia_B6J_adj
Dlg4	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04106267581013376	genie3_Microglia_B6J_adj
Adarb1	5	0.009208103130755065	3	0.0055248618784530384	2	0.003683241252302026	0.0	0.07641374155096399	genie3_Microglia_B6J_adj
Ank2	6	0.011049723756906077	6	0.011049723756906077	0	0.0	0.0	0.05805321479219746	genie3_Microglia_B6J_adj
Myef2	3	0.0055248618784530384	2	0.003683241252302026	1	0.001841620626151013	22.0	0.018387662705461452	genie3_Microglia_B6J_adj
Ranbp3	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.0004643916859449245	genie3_Microglia_B6J_adj
Tnr	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.04076704473970665	genie3_Microglia_B6J_adj
Vps13b	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.042346807659339195	genie3_Microglia_B6J_adj
Zfp445	1	0.001841620626151013	0	0.0	1	0.001841620626151013	0.0	0.0005318953989693654	genie3_Microglia_B6J_adj
Glis3	5	0.009208103130755065	1	0.001841620626151013	4	0.007366482504604052	0.0	0.0034542071418075895	genie3_Microglia_B6J_adj
Magi2	4	0.007366482504604052	4	0.007366482504604052	0	0.0	0.0	0.025163620445164417	genie3_Microglia_B6J_adj
Arhgef7	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.02493261601736635	genie3_Microglia_B6J_adj
Arhgap21	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.0010486785173946702	genie3_Microglia_B6J_adj
Prkn	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.018717385074568164	genie3_Microglia_B6J_adj
Osbpl8	3	0.0055248618784530384	3	0.0055248618784530384	0	0.0	0.0	0.027095081097409768	genie3_Microglia_B6J_adj
Eml6	2	0.003683241252302026	2	0.003683241252302026	0	0.0	0.0	0.03651095509070453	genie3_Microglia_B6J_adj
Ubr5	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.01385122138714768	genie3_Microglia_B6J_adj
Nf1	4	0.007366482504604052	0	0.0	4	0.007366482504604052	0.0	0.003726975098721852	genie3_Microglia_B6J_adj
Chd2	2	0.003683241252302026	0	0.0	2	0.003683241252302026	0.0	0.0002838632668761785	genie3_Microglia_B6J_adj
Mast4	1	0.001841620626151013	1	0.001841620626151013	0	0.0	0.0	0.0014350015257419669	genie3_Microglia_B6J_adj
